Name,Platform,HasGuide,HasPlatinum,Difficulty,TimeToComplete,HasOnlineTrophies,Genre,Release(US),Guide
Dishonored 2,PS4,True,True,3,40,False,Action,2016-11-11,https://www.playstationtrophies.org/game/dishonored-2/guide/
Disney Universe,PS3,True,True,4,20,True,Adventure,2011-10-25,https://www.playstationtrophies.org/game/disney-universe/guide/
Epic Mickey 2: The Power of Two,PS3,True,True,8,35,False,Action,2012-11-18,https://www.playstationtrophies.org/game/epic-mickey-2/guide/
Divekick,PS3(PSN),True,False,3,75,True,Fighting Action,2013-08-20,https://www.playstationtrophies.org/game/divekick/guide/
Doc Clock: The Toasted Sandwich of Time,PS3(PSN),True,False,2,6,True,Puzzle and Word,2012-05-01,https://www.playstationtrophies.org/game/doc-clock/guide/
Dogfight 1942,PS3(PSN),True,False,10,10,False,Shooter,2012-12-18,https://www.playstationtrophies.org/game/dogfight-1942/guide/
Doki-Doki Universe,PS4,True,False,1,10,False,Puzzle and Word,2013-12-10,https://www.playstationtrophies.org/game/doki-doki-universe-ps4/guide/
Don Bradman Cricket 14,PS3,True,True,5,40,True,Sports and Fitness,n/a,https://www.playstationtrophies.org/game/don-bradman-cricket-14/guide/
Doom,PS4,False,True,n/a,n/a,n/a,Shooter,2019-07-26,https://www.playstationtrophies.org/game/doom-ps4/guide/
Double Dragon Neon,PS3(PSN),True,False,4,20,True,Action,2012-09-11,https://www.playstationtrophies.org/game/double-dragon-neon/guide/
Dragon Fin Soup,PS3(PSN),False,True,n/a,n/a,n/a,RPG,n/a,https://www.playstationtrophies.org/game/dragon-fin-soup/guide/
Dragon's Lair,PS3(PSN),True,False,9,10,False,Adventure,2010-11-23,https://www.playstationtrophies.org/game/dragons-lair/guide/
Dragon's Lair II: Time Warp,PS3(PSN),True,False,unknown,3,False,Adventure,2011-06-01,https://www.playstationtrophies.org/game/dragons-lair-2-time-warp/guide/
Ducati – 90th Anniversary,PS4,True,True,2,20,True,Racing,n/a,https://www.playstationtrophies.org/game/ducati-90th-anniversary/guide/
Duke Nukem Forever,PS3,True,True,7,15,False,Shooter,2011-06-14,https://www.playstationtrophies.org/game/duke-nukem-forever/guide/
Dungeons 2,PS4,True,True,2,25,False,Strategy,2016-05-24,https://www.playstationtrophies.org/game/dungeons-2/guide/
Dynamite Fishing World Games,PS4,False,False,n/a,n/a,n/a,Action,n/a,https://www.playstationtrophies.org/game/dynamite-fishing-world-games/guide/
Dynasty Warriors 6,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Dynasty Warriors 6: Empires,PS3,True,True,2,20,False,Action Strategy,2009-06-23,https://www.playstationtrophies.org/game/dynasty-warriors-6-empires/guide/
Dynasty Warriors 7,PS3,True,True,5,75,True,Action Strategy,2011-03-29,https://www.playstationtrophies.org/game/dynasty-warriors-7/guide/
Dynasty Warriors 7: Empires,PS3,True,True,3,40,False,Action,2013-02-26,https://www.playstationtrophies.org/game/dynasty-warriors-7-empires-english/guide/
Dynasty Warriors 7: Xtreme Legends,PS3,True,True,5,80,False,Action,2011-11-15,https://www.playstationtrophies.org/game/dynasty-warriors-7-xtreme-legends/guide/
Dynasty Warriors 8,PS3,True,True,5,100,False,Action Adventure,2013-07-16,https://www.playstationtrophies.org/game/dynasty-warriors-8/guide/
Dynasty Warriors 8 Xtreme Legends,PS3,True,True,3,100,False,Action,2014-03-25,https://www.playstationtrophies.org/game/dynasty-warriors-8-xtreme-legends-na-eu/guide/
Dynasty Warriors: Strikeforce,PS3,True,True,4,80,True,Action,2010-02-16,https://www.playstationtrophies.org/game/dynasty-warriors-strikeforce/guide/
Earth Defense Force 4.1: The Shadow of New Despair,PS4,False,True,n/a,n/a,n/a,Shooter,2015-12-08,https://www.playstationtrophies.org/game/earth-defense-force-4-1-the-shadow-of-new-despair/guide/
Earth Defense Force 2025,PS3,False,True,n/a,n/a,n/a,Action Shooter,2014-02-18,https://www.playstationtrophies.org/game/earth-defense-force-2025/guide/
Earth Defense Force: Insect Armageddon,PS3,True,True,6,100,True,Shooter,2011-07-05,https://www.playstationtrophies.org/game/earth-defense-force-insect-armageddon/guide/
Eat Lead: The Return of Matt Hazard,PS3,True,True,5,15,False,Shooter,2009-02-26,https://www.playstationtrophies.org/game/eat-lead-the-return-of-matt-hazard/guide/
Eat Them!,PS3(PSN),True,False,4,10,False,Action,2010-12-21,https://www.playstationtrophies.org/game/eat-them/guide/
echochrome,PS3(PSN),True,False,6,20,True,Puzzle and Word,2008-05-01,https://www.playstationtrophies.org/game/echochrome/guide/
Electronic Super Joy,PS4,False,False,n/a,n/a,n/a,Action,n/a,https://www.playstationtrophies.org/game/electronic-super-joy/guide/
Elefunk,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Enemy Front,PS3,True,True,3,35,True,Shooter,2014-06-10,https://www.playstationtrophies.org/game/enemy-front/guide/
Enigmatis: The Ghosts of Maple Creek,PS4,True,True,1,8,False,Puzzle and Word,n/a,https://www.playstationtrophies.org/game/enigmatis/guide/
Enslaved: Odyssey to the West,PS3,True,True,4,20,False,Action,2010-10-05,https://www.playstationtrophies.org/game/enslaved-odyssey-to-the-west/guide/
Entwined,PS4,True,False,7,20,False,n/a,n/a,https://www.playstationtrophies.org/game/entwined/guide/
Escape Dead Island,PS3,True,True,5,15,False,Action,2014-11-18,https://www.playstationtrophies.org/game/escape-dead-island/guide/
Escape Plan,PS4,True,False,5,10,True,Adventure,n/a,https://www.playstationtrophies.org/game/escape-plan-ps4/guide/
Eternal Sonata,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Ethan: Meteor Hunter,PS3(PSN),False,False,n/a,n/a,n/a,Action Adventure,2013-10-22,https://www.playstationtrophies.org/game/ethan-meteor-hunter/guide/
Eufloria,PS3(PSN),True,False,6,10,False,Strategy,2011-10-04,https://www.playstationtrophies.org/game/eufloria/guide/
Everybody's Gone to the Rapture,PS4,True,True,2,15,False,Adventure,2015-08-11,https://www.playstationtrophies.org/game/everybodys-gone-to-the-rapture/guide/
Everyday Shooter,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Exile’s End,PS4,True,False,3,3,False,Action,n/a,https://www.playstationtrophies.org/game/exiles-end-ps4-vita/guide/
Exist Archive: The Other Side of the Sky,PS4,True,True,4,80,False,RPG,2016-10-28,https://www.playstationtrophies.org/game/exist-archive-the-other-side-of-the-sky-ps4-vita/guide/
Extreme Exorcism,PS4,False,False,n/a,n/a,n/a,Action,n/a,https://www.playstationtrophies.org/game/extreme-exorcism/guide/
Fairy Fencer F: Advent Dark Force,PS4,False,True,n/a,n/a,n/a,RPG,2016-07-26,https://www.playstationtrophies.org/game/fairy-fencer-f-advent-dark-force-na-eu/guide/
Fallout 4,PS4,True,True,3,75,False,RPG Shooter,2015-11-10,https://www.playstationtrophies.org/game/fallout-4/guide/
Fantavision,PS4,False,False,n/a,n/a,n/a,Puzzle and Word,2015-12-22,https://www.playstationtrophies.org/game/fantavision/guide/
F.E.A.R.,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
F1 2014,PS3,True,True,3,30,True,Racing,2014-10-21,https://www.playstationtrophies.org/game/f1-2014/guide/
F1 2015,PS4,True,True,6,50,True,Racing,2015-07-21,https://www.playstationtrophies.org/game/f1-2015/guide/
F1 2016,PS4,True,True,4,50,True,Racing,2016-08-19,https://www.playstationtrophies.org/game/f1-2016/guide/
F1 2017,PS4,True,True,3,100,True,Racing,2017-08-25,https://www.playstationtrophies.org/game/f1-2017/guide/
F1 2019,PS4,True,True,4,75,True,Racing,2019-06-28,https://www.playstationtrophies.org/game/f1-2019/guide/
F1 RACE STARS,PS3,True,True,1,20,True,Racing,2012-11-13,https://www.playstationtrophies.org/game/f1-race-stars/guide/
Faery: Legends of Avalon,PS3(PSN),True,False,1,20,False,RPG,2011-01-11,https://www.playstationtrophies.org/game/faery-legends-of-avalon/guide/
Fallout 3,PS3,True,True,5,27,False,RPG,2008-10-28,https://www.playstationtrophies.org/game/fallout-3/guide/
Fallout New Vegas,PS3,True,True,5,80,False,RPG,2010-10-19,https://www.playstationtrophies.org/game/fallout-new-vegas/guide/
Farming Simulator,PS3,True,False,1,50,False,Simulation,2013-11-19,https://www.playstationtrophies.org/game/farming-simulator/guide/
Farming Simulator 19,PS4,False,True,n/a,n/a,n/a,Simulation,2018-11-20,https://www.playstationtrophies.org/game/farming-simulator-19/guide/
Fighting Vipers,PS3(PSN),True,False,1,2,False,Fighting,2012-11-27,https://www.playstationtrophies.org/game/fighting-vipers/guide/
Final Exam,PS3(PSN),False,False,n/a,n/a,n/a,Action Shooter,2013-11-05,https://www.playstationtrophies.org/game/final-exam/guide/
Final Fight: Double Impact,PS3(PSN),True,False,4,15,False,Action,2010-04-15,https://www.playstationtrophies.org/game/final-fight-double-impact/guide/
Firefighters: The Simulation,PS4,False,False,n/a,n/a,n/a,Simulation,n/a,https://www.playstationtrophies.org/game/firefighters/guide/
fLOW,PS3(PSN),True,False,5,6,True,Adventure,2007-02-22,https://www.playstationtrophies.org/game/flow/guide/
Flower,PS3(PSN),True,False,3,10,False,Simulation,2009-02-12,https://www.playstationtrophies.org/game/flower/guide/
Fluster Cluck,PS4,True,False,2,10,False,Action,n/a,https://www.playstationtrophies.org/game/fluster-cluck/guide/
For Honor,PS4,True,True,5,50,True,Action,2017-02-14,https://www.playstationtrophies.org/game/for-honor/guide/
Forestry 2017 - The Simulation,PS4,False,False,n/a,n/a,n/a,Simulation,2016-10-28,https://www.playstationtrophies.org/game/forestry-2017-the-simulation-na/guide/
Frogger Returns,PS3(PSN),True,False,1,1,False,Adventure,2009-12-10,https://www.playstationtrophies.org/game/frogger-returns/guide/
Fuel Overdose,PS3(PSN),True,False,8,120,True,Racing,2013-03-05,https://www.playstationtrophies.org/game/fuel-overdose/guide/
G-Force,PS3,True,True,4,19,False,Action Adventure,2009-07-21,https://www.playstationtrophies.org/game/g-force/guide/
Galaga Legions DX,PS3(PSN),True,False,3,5,False,Shooter,2011-08-02,https://www.playstationtrophies.org/game/galaga-legions-dx/guide/
Gal*Gun: Double Peace,PS4,False,True,n/a,n/a,n/a,Action,2016-08-02,https://www.playstationtrophies.org/game/gal-gun-double-peace/guide/
Garou: Mark of the Wolves,PS4,True,False,5,10,True,Action,2016-12-03,https://www.playstationtrophies.org/game/garou-mark-of-the-wolves-ps4-vita/guide/
Gem Smashers,PS4,True,True,2,5,False,Puzzle and Word,2017-03-07,https://www.playstationtrophies.org/game/gem-smashers-ps4/guide/
Get Even,PS4,True,True,3,20,False,Action,2017-06-23,https://www.playstationtrophies.org/game/get-even/guide/
Ghostbusters: Sanctum of Slime,PS3(PSN),True,False,3,8,True,Shooter,2011-03-22,https://www.playstationtrophies.org/game/ghostbusters-sanctum-of-slime/guide/
Giana Sisters: Twisted Dreams - Director's Cut,PS4,False,False,n/a,n/a,n/a,Action,2014-12-09,https://www.playstationtrophies.org/game/giana-sisters-twisted-dreams-directors-cut-ps4/guide/
Go! Puzzle,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
God Eater Resurrection,PS4,True,True,5,80,False,RPG,2016-08-30,https://www.playstationtrophies.org/game/god-eater-resurrection/guide/
God Eater 2: Rage Burst,PS4,True,True,4,80,False,RPG,2016-08-30,https://www.playstationtrophies.org/game/god-eater-2-rage-burst/guide/
God of War,PS3,True,True,5,15,False,Action,2009-11-17,https://www.playstationtrophies.org/game/god-of-war/guide/
God of War II,PS3,True,True,4,12,False,Action,2009-11-17,https://www.playstationtrophies.org/game/god-of-war-ii/guide/
God Of War 3 Remastered,PS4,False,True,n/a,n/a,n/a,Action,2015-07-14,https://www.playstationtrophies.org/game/god-of-war-3-remastered/guide/
God of War: Ascension,PS3,True,True,unknown,15,True,Action,2013-03-12,https://www.playstationtrophies.org/game/god-of-war-ascension/guide/
God of War: Chains of Olympus,PS3,True,True,4,12,False,Action,2011-09-13,https://www.playstationtrophies.org/game/god-of-war-chains-of-olympus/guide/
God of War: Ghost of Sparta,PS3,True,True,4,12,False,Action,2011-09-13,https://www.playstationtrophies.org/game/god-of-war-ghost-of-sparta/guide/
Golden Axe,PS3(PSN),True,False,2,2,True,Action,2011-07-12,https://www.playstationtrophies.org/game/golden-axe/guide/
Goosebumps: The Game,PS4,True,True,1,3,False,Adventure,2015-10-13,https://www.playstationtrophies.org/game/goosebumps-the-game/guide/
GO! Sports Ski,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Grand Ages: Medieval,PS4,True,True,2,20,True,Strategy,2015-09-29,https://www.playstationtrophies.org/game/grand-ages-medieval/guide/
Grand Kingdom,PS4,False,True,n/a,n/a,n/a,Strategy,2016-06-28,https://www.playstationtrophies.org/game/grand-kingdom-na-eu/guide/
Gravity Crash,PS3(PSN),True,False,6,20,True,Shooter,2009-11-24,https://www.playstationtrophies.org/game/gravity-crash/guide/
Gravity Rush 2,PS4,True,True,4,60,False,Action,2017-01-20,https://www.playstationtrophies.org/game/gravity-rush-2/guide/
Gravity Rush Remastered,PS4,True,True,4,25,False,Action,2016-02-02,https://www.playstationtrophies.org/game/gravity-rush-remastered/guide/
Greg Hastings Paintball 2,PS3(PSN),True,True,7,30,False,Shooter,2011-06-14,https://www.playstationtrophies.org/game/greg-hastings-paintball-2/guide/
Grid 2,PS3,True,True,3,30,False,Racing,2013-05-28,https://www.playstationtrophies.org/game/grid-2/guide/
Grid Autosport,PS3,True,True,5,150,False,Racing,2014-06-24,https://www.playstationtrophies.org/game/grid-autosport/guide/
Grim Fandango,PS4,True,True,1,15,False,Adventure,2015-01-27,https://www.playstationtrophies.org/game/grim-fandango/guide/
Guacamelee!,PS3(PSN),True,True,4,15,False,Action,2013-04-09,https://www.playstationtrophies.org/game/guacamelee/guide/
Guilty Gear Xrd: Revelator,PS4,True,True,6,30,True,Fighting,2016-06-07,https://www.playstationtrophies.org/game/guilty-gear-xrd-revelator/guide/
Guilty Gear Xrd Sign,PS4,True,True,7,40,True,Fighting,2014-12-16,https://www.playstationtrophies.org/game/guilty-gear-xrd-sign-ps4/guide/
Hakuoki: Stories of the Shinsengumi,PS3,True,True,2,30,False,Adventure,2014-05-06,https://www.playstationtrophies.org/game/hakuoki-stories-of-shinsengumi/guide/
Hamilton's Great Adventure,PS3(PSN),True,False,unknown,12,False,Adventure,2011-08-23,https://www.playstationtrophies.org/game/hamiltons-great-adventure/guide/
Hamsterball,PS3(PSN),True,False,5,5,False,Racing,2010-03-25,https://www.playstationtrophies.org/game/hamster-ball/guide/
Handball 16,PS3,True,True,5,20,False,Sports and Fitness,n/a,https://www.playstationtrophies.org/game/handball-16-ps3/guide/
Hardware Rivals,PS4,True,True,4,25,True,Action,2016-01-05,https://www.playstationtrophies.org/game/hardware-rivals/guide/
Harvest Moon: A Wonderful Life Special Edition,PS4,True,True,2,50,False,Strategy,2017-03-29,https://www.playstationtrophies.org/game/harvest-moon/guide/
Harvest Moon: Save the Homeland,PS4,False,True,n/a,n/a,n/a,Strategy,n/a,https://www.playstationtrophies.org/game/harvest-moon-save-the-homeland/guide/
Heavenly Sword,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Heavy Fire: Afghanistan,PS3,True,True,2,6,False,Shooter,2011-11-18,https://www.playstationtrophies.org/game/heavy-fire-afghanistan/guide/
Heavy Fire: Shattered Spear,PS3,True,True,2,4,False,Shooter,2013-01-29,https://www.playstationtrophies.org/game/heavy-fire-shattered-spear/guide/
Heavy Rain,PS4,True,True,unknown,20,False,Adventure,2016-03-01,https://www.playstationtrophies.org/game/heavy-rain-ps4/guide/
High Stakes on the Vegas Strip: Poker Edition,PS3(PSN),True,False,10,8,True,Party,2007-09-13,https://www.playstationtrophies.org/game/high-stakes-vegas-poker-edition/guide/
Hoard,PS3(PSN),True,False,6,30,True,Action,2010-11-02,https://www.playstationtrophies.org/game/hoard/guide/
Hohokum,PS4,False,False,n/a,n/a,n/a,Adventure,2014-08-13,https://www.playstationtrophies.org/game/hohokum/guide/
Hollow Knight,PS4,False,True,n/a,n/a,n/a,Adventure,2018-09-25,https://www.playstationtrophies.org/game/hollow-knight/guide/
Homefront,PS3,True,True,8,100,True,Shooter,2011-03-15,https://www.playstationtrophies.org/game/homefront/guide/
Homefront: The Revolution,PS4,True,True,5,35,False,Shooter,2016-05-17,https://www.playstationtrophies.org/game/homefront-the-revolution/guide/
Hot Shots Golf: Out of Bounds,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Hot Shots Golf: World Invitational,PS3(PSN),True,True,8,60,True,Sports and Fitness,2013-07-23,https://www.playstationtrophies.org/game/hot-shots-golf-world-invitational-ps3-na/guide/
Hot Shots Tennis,PS4,False,False,n/a,n/a,n/a,Sports and Fitness,n/a,https://www.playstationtrophies.org/game/hot-shots-tennis/guide/
Hotel Transylvania 3 Monsters Overboard,PS4,True,True,2,10,False,Action,2018-07-10,https://www.playstationtrophies.org/game/hotel-transylvania-3-monsters-overboard/guide/
How to Survive: Storm Warning Edition,PS4,False,False,n/a,n/a,n/a,Action,n/a,https://www.playstationtrophies.org/game/how-to-survive-storm-warning-edition/guide/
Hunted: The Demon's Forge,PS3,True,True,4,40,False,Action,2011-05-31,https://www.playstationtrophies.org/game/hunted-the-demons-forge/guide/
Hunter’s Trophy 2: America,PS3(PSN),True,False,4,10,False,Shooter Sports and Fitness,2013-09-03,https://www.playstationtrophies.org/game/hunters-trophy-2-america/guide/
Hunter’s Trophy 2 : Australia,PS3(PSN),True,False,2,10,False,Shooter Sports and Fitness,2013-09-10,https://www.playstationtrophies.org/game/hunters-trophy-2-australia/guide/
Hustle Kings,PS3(PSN),True,False,8,40,True,Sports and Fitness RPG,2010-01-28,https://www.playstationtrophies.org/game/hustle-kings/guide/
I Am Bread,PS4,True,True,8,30,False,Simulation,2015-08-25,https://www.playstationtrophies.org/game/i-am-bread/guide/
ibb &amp; obb,PS3(PSN),True,False,8,25,True,Puzzle and Word,2013-08-06,https://www.playstationtrophies.org/game/ibb-and-obb/guide/
Team Ico Collection: ICO,PS3,True,True,6,12,False,Adventure,2011-09-27,https://www.playstationtrophies.org/game/team-ico-collection-ico/guide/
In Space We Brawl,PS4,False,False,n/a,n/a,n/a,Action,2014-10-14,https://www.playstationtrophies.org/game/in-space-we-brawl-na-ps4/guide/
Industry Giant 2,PS4,False,False,n/a,n/a,n/a,Strategy,2016-11-30,https://www.playstationtrophies.org/game/industry-giant-2/guide/
inFAMOUS,PS3,True,True,5,35,False,Action,2009-05-26,https://www.playstationtrophies.org/game/infamous/guide/
inFAMOUS 2,PS3,True,True,4,20,True,Action,2011-06-07,https://www.playstationtrophies.org/game/infamous-2/guide/
inFAMOUS: Festival Of Blood,PS3(PSN),True,False,unknown,5,True,Action Adventure,2011-10-25,https://www.playstationtrophies.org/game/infamous-festival-of-blood/guide/
Injustice: Gods Among Us,PS3,True,True,10,80,True,Fighting,2013-04-16,https://www.playstationtrophies.org/game/injustice-gods-among-us/guide/
Inside My Radio,PS4,False,False,n/a,n/a,n/a,Action,2016-01-19,https://www.playstationtrophies.org/game/inside-my-radio/guide/
Interpol: The Trail of Dr. Chaos,PS3(PSN),True,False,2,4,False,Puzzle and Word Adventure,2009-09-17,https://www.playstationtrophies.org/game/interpol-the-trail-of-dr-chaos/guide/
Invizimals: The Lost Kingdom,PS3,True,True,2,15,False,Card and Board,n/a,https://www.playstationtrophies.org/game/invizimals-lost-kingdom/guide/
Ironcast,PS4,False,False,n/a,n/a,n/a,Puzzle and Word,n/a,https://www.playstationtrophies.org/game/ironcast/guide/
Jeremy McGrath's Offroad,PS3(PSN),True,False,2,12,True,Racing,2012-06-26,https://www.playstationtrophies.org/game/jeremy-mcgraths-offroad/guide/
Jetpack Joyride Deluxe,PS3(PSN),True,False,1,10,True,Action,2014-11-25,https://www.playstationtrophies.org/game/jetpack-joyride-deluxe/guide/
Jimmie Johnson’s Anything with an Engine,PS3(PSN),True,True,5,12,True,Racing,2014-04-01,https://www.playstationtrophies.org/game/jimmie-johnsons-anything-with-an-engine-na/guide/
Joe Danger 2: The Movie,PS3(PSN),True,False,8,20,True,Racing,2012-10-09,https://www.playstationtrophies.org/game/joe-danger-2-the-movie/guide/
Joe Dever's Lone Wolf,PS4,False,True,n/a,n/a,n/a,Action,n/a,https://www.playstationtrophies.org/game/lone-wolf/guide/
Journey,PS3,True,False,2,6,True,Adventure,2012-03-13,https://www.playstationtrophies.org/game/journey/guide/
Judge Dee - The City God Case,PS3(PSN),True,False,2,5,False,Adventure,2012-12-11,https://www.playstationtrophies.org/game/judge-dee-the-city-god-case/guide/
Jumpjet Rex,PS4,False,False,n/a,n/a,n/a,Adventure,2017-06-28,https://www.playstationtrophies.org/game/jumpjet-rex/guide/
Just Cause 4,PS4,True,True,3,40,True,Action,2018-12-04,https://www.playstationtrophies.org/game/just-cause-4/guide/
Karateka,PS3(PSN),True,False,7,10,False,Action,2012-12-18,https://www.playstationtrophies.org/game/karateka/guide/
Katamari Forever,PS3,True,True,5,35,True,Adventure Action,2009-09-22,https://www.playstationtrophies.org/game/katamari-forever/guide/
Killzone 2,PS3,True,True,8,30,True,Shooter,2009-02-27,https://www.playstationtrophies.org/game/killzone-2/guide/
Killzone 3,PS3,True,True,4,20,True,Shooter,2011-02-22,https://www.playstationtrophies.org/game/killzone-3/guide/
Killzone HD,PS3,True,True,3,20,False,Shooter,2012-10-23,https://www.playstationtrophies.org/game/killzone-hd/guide/
Killzone Shadow Fall,PS4,True,True,8,200,True,Shooter Action,2013-11-15,https://www.playstationtrophies.org/game/killzone-shadow-fall/guide/
Kinetica,PS4,False,False,n/a,n/a,n/a,Racing,n/a,https://www.playstationtrophies.org/game/kinetica/guide/
King Oddball,PS4,True,False,4,15,False,Puzzle and Word,2014-04-01,https://www.playstationtrophies.org/game/king-oddball-ps4/guide/
Kingdom: New Lands,PS4,False,True,n/a,n/a,n/a,Action Adventure,n/a,https://www.playstationtrophies.org/game/kingdom-new-lands/guide/
Knack,PS4,True,True,7,35,False,Action,2013-11-15,https://www.playstationtrophies.org/game/knack/guide/
Knytt Underground,PS3(PSN),True,False,7,15,False,Adventure,2012-12-18,https://www.playstationtrophies.org/game/knytt-underground/guide/
Kung Fu Rabbit,PS3(PSN),True,False,2,10,False,Action,n/a,https://www.playstationtrophies.org/game/kung-fu-rabbit-ps3/guide/
The Last Tinker: City of Colors,PS4,False,False,n/a,n/a,n/a,Action,2014-08-19,https://www.playstationtrophies.org/game/last-tinker-ps4/guide/
Lead and Gold: Gangs of the Wild West,PS3(PSN),True,False,7,45,True,Shooter,2010-04-22,https://www.playstationtrophies.org/game/lead-and-gold-gangs-of-the-wild-west/guide/
Legasista,PS3(PSN),True,True,7,150,False,RPG,2012-08-21,https://www.playstationtrophies.org/game/legasista-na-eu/guide/
Legend of Kay Anniversary,PS4,True,True,5,35,False,Action Adventure,2015-07-28,https://www.playstationtrophies.org/game/legend-of-kay-anniversary/guide/
LEGO Batman: The Videogame,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
LEGO Batman 2: DC Super Heroes,PS3,True,True,2,35,True,Action,2012-06-19,https://www.playstationtrophies.org/game/lego-batman-2-dc-super-heroes/guide/
LEGO Batman 3: Beyond Gotham,PS4,True,True,2,35,False,Action,2014-11-11,https://www.playstationtrophies.org/game/lego-batman-3-beyond-gotham/guide/
LEGO Harry Potter: Years 1-4,PS3,True,True,3,30,False,Adventure,2010-06-29,https://www.playstationtrophies.org/game/lego-harry-potter-years-1-4/guide/
LEGO Harry Potter: Years 5-7,PS3,True,True,3,35,False,Adventure,2011-11-11,https://www.playstationtrophies.org/game/lego-harry-potter-years-5-7/guide/
LEGO Indiana Jones: The Original Adventures,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
LEGO Indiana Jones 2: The Adventure Continues,PS3,True,True,4,30,True,Adventure,2009-11-17,https://www.playstationtrophies.org/game/lego-indiana-jones-2/guide/
LEGO Pirates of the Caribbean,PS3,True,True,3,20,True,Adventure,2011-05-10,https://www.playstationtrophies.org/game/lego-pirates-of-the-caribbean/guide/
LEGO Star Wars: The Complete Saga,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
LEGO Star Wars 3: The Clone Wars,PS3,True,True,4,35,True,Adventure,2011-03-22,https://www.playstationtrophies.org/game/lego-star-wars-iii-the-clone-wars/guide/
LEGO Worlds,PS4,True,True,4,75,False,Simulation,2017-03-07,https://www.playstationtrophies.org/game/lego-worlds/guide/
Lemmings,PS3(PSN),True,False,6,4,False,Puzzle and Word Action,2006-12-07,https://www.playstationtrophies.org/game/lemmings/guide/
Leo's Fortune,PS4,True,False,9,10,False,Action Puzzle and Word,2015-09-08,https://www.playstationtrophies.org/game/leos-fortune/guide/
Limbo,PS4,False,False,n/a,n/a,n/a,Adventure Action,2015-02-24,https://www.playstationtrophies.org/game/limbo-ps4/guide/
Linger in Shadows,PS3(PSN),True,False,1,1,True,Puzzle and Word,2008-10-09,https://www.playstationtrophies.org/game/linger-in-shadows/guide/
LittleBigPlanet 3,PS4,True,True,3,30,False,Adventure,2014-11-18,https://www.playstationtrophies.org/game/littlebigplanet-3/guide/
Lock’s Quest,PS4,False,False,n/a,n/a,n/a,Strategy,2017-05-30,https://www.playstationtrophies.org/game/locks-quest/guide/
LocoRoco Cocoreccho!,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
LocoRoco Remastered,PS4,False,True,n/a,n/a,n/a,Action,2017-05-09,https://www.playstationtrophies.org/game/locoroco-remastered/guide/
Lone Survivor: The Director's Cut,PS4(PSN),True,True,3,10,False,Action Adventure,2013-09-24,https://www.playstationtrophies.org/game/lone-survivor/guide/
Lords of the Fallen,PS4,True,True,5,50,False,RPG Action,2014-10-28,https://www.playstationtrophies.org/game/lords-of-the-fallen/guide/
Lost Planet 2,PS3,True,True,9,250,True,Shooter,2010-05-11,https://www.playstationtrophies.org/game/lost-planet-2/guide/
Lost Planet 3,PS3,True,True,5,25,True,Shooter Action,2013-08-27,https://www.playstationtrophies.org/game/lost-planet-3/guide/
Lost Planet: Extreme Condition,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Lost Sea,PS4,False,True,n/a,n/a,n/a,Strategy,2016-07-04,https://www.playstationtrophies.org/game/lost-sea/guide/
Lovely Planet,PS4,False,False,n/a,n/a,n/a,Shooter,2016-04-05,https://www.playstationtrophies.org/game/lovely-planet/guide/
LUMINES Supernova,PS3(PSN),True,False,8,20,False,Puzzle and Word,2008-12-23,https://www.playstationtrophies.org/game/lumines-supernova/guide/
Machinarium,PS4,False,False,n/a,n/a,n/a,Puzzle and Word Action,n/a,https://www.playstationtrophies.org/game/machinarium-ps4/guide/
Mafia II,PS3,True,True,4,30,False,Action,2010-08-24,https://www.playstationtrophies.org/game/mafia-ii/guide/
Mafia III: Definitive Edition,PS4,True,True,3,60,False,Action,2016-10-07,https://www.playstationtrophies.org/game/mafia-3/guide/
Magic Orbz,PS3(PSN),True,False,3,6,False,Action,2009-01-15,https://www.playstationtrophies.org/game/magic-ball/guide/
Magicka 2,PS4,True,True,8,40,False,RPG Action,2015-05-26,https://www.playstationtrophies.org/game/magicka-2/guide/
Magus,PS3(PSN),True,True,1,4,False,Action RPG,2014-02-25,https://www.playstationtrophies.org/game/magus/guide/
Mahjong Tales™: Ancient Wisdom,PS3(PSN),True,False,7,35,True,Puzzle and Word,2009-01-08,https://www.playstationtrophies.org/game/mahjong-tales-ancient-wisdom/guide/
